Code,Title,points_r1_2021,points_r2_2021,points_r1_2020,points_r2_2020,EOS,Mid
TR664,Religion/English Literature,,,498.0,,,
TR665,Religion/History of Art and Architecture,,,342.0,,,
TR666,Religion/Modern Language,,,,,,
TR667,French/Modern Language,,,403.0,,,
TR668,German/Modern Language,,,389.0,,,
TR669,Irish/Modern Language,,,368.0,,,
TR670,Italian/Modern Language,,,381.0,,,
TR671,Russian/Modern Language,,,332.0,,,
TR672,Spanish/Modern Language,,,336.0,,,
TR755,Sociology/Drama Studies,,,498.0,,,
TR756,Sociology/Modern Language,,,498.0,495.0,,
TR801,Dental Nursing,,,436.0,419.0,,
TR802,Dental Hygiene,,,543.0,511.0,,
TR803,Dental Technology,,,531.0,486.0,,
TU601,Electronic Engineering,,,232.0,,,
TU602,Computer Engineering,,,223.0,,,
TU603,Mechanical Engineering,,,197.0,197.0,,
TU641,Bar and Restaurant Management,,,223.0,,,
TU642,Culinary Arts,,,153.0,,,
TU643,Culinary Arts (Professional Cookery Practice),,,236.0,,,
TU644,Food Management and Entrepreneurship,,,223.0,,,
TU645,Food Science and Management,,,241.0,,,
TU651,Applied Biology,,,205.0,196.0,,
TU652,Computing,,,194.0,,,
TU653,Computing (Information Technology),,,245.0,,,
TU654,Pharmacy Technician Studies,,,321.0,,,
TU655,Computing (Networking Technologies) Learn and Work,,,410.0,335.0,,
TU671,Business,,,226.0,,,
TU672,Business (Common entry),,,180.0,179.0,,
TU673,Business Management,,,300.0,,,
TU674,Business Studies,,,300.0,,,
TU675,Marketing,,,301.0,,,
TU676,Retail Management and Marketing,,,290.0,,,
TU701,Automation Engineering,,,260.0,,,
TU702,Biomedical Design,,,232.0,232.0,,
TU703,Building Engineering,,,260.0,,,
TU704,Civil Engineering,,,262.0,,,
TU705,Electrical and Control Engineering,,,243.0,,,
TU706,Electrical Services Engineering,,,244.0,,,
TU707,Electronic Engineering,,,224.0,224.0,,
TU708,Engineering (Common Entry with Award options),,,225.0,,,
TU709,Engineering (General Entry),,,370.0,,,
TU710,Engineering Reliability Management,,,244.0,,,
TU711,Mechatronic Engineering,,,223.0,,,
TU712,Sustainable Energy and Environmental Engineering,,,180.0,180.0,,
TU713,Computer Engineering,,,221.0,,,
TU714,Electronics and Communications Engineering,,,264.0,,,
TU715,Engineering Software,,,181.0,181.0,,
TU716,Networking Technology,,,241.0,,,
TU717,Mechanical Engineering,,,300.0,,,
TU718,Mechanical Engineering,,,198.0,198.0,,
TU719,"Design,Technology and Innovation",,,228.0,,,
TU720,Automotive Management and Technology,,,232.0,,,
TU721,Aviation Technology,,,350.0,,,
TU722,Process Instrumentation and Automation Learn and Work,,,292.0,292.0,,
TU731,"Auctioneering, Valuation and Estate Agency",,,290.0,,,
TU732,Timber Product Technology,,,253.0,198.0,,
TU735,Sports Management and Coaching,,,270.0,,,
TU736,Sports Science and Health,,,410.0,391.0,,
TU741,Baking and Pastry Arts Management,,,234.0,,,
TU742,Culinary Arts,,,155.0,155.0,,
TU745,Hospitality Management,,,245.0,,,
TU746,International Hospitality and Tourism Management,,,170.0,170.0,,
TU747,Tourism Management,,,242.0,,,
TU751,Biosciences,,,407.0,,,
TU752,DNA and Forensic Analysis,,,390.0,,,
TU754,Industrial and Environmental Physics,,,270.0,,,
TU755,Science (General Entry),,,361.0,,,
TU756,Computing,,,200.0,195.0,,
TU757,Computing (Information Technology),,,225.0,,,
TU758,Digital Forensics and Cyber Security,,,220.0,,,
TU759,Information Technology Management,,,211.0,,,
TU760,Bioanalysis,,,204.0,204.0,,
TU761,Ophthalmic Dispensing,,,302.0,,,
TU762,Medicinal Chemistry and Pharmaceutical Sciences,,,364.0,,,
TU763,Pharmaceutical Science,,,382.0,349.0,,
TU771,Business,,,224.0,,,
TU772,Business (Common Entry with Award options),,,,227.0,,
TU774,Management,,,195.0,209.0,,
TU775,Accounting and Finance,,,260.0,,,
TU776,Accounting and Finance,,,182.0,175.0,,
TU777,Business and Information Technology,,,244.0,,,
TU778,International Business,,,224.0,,,
TU779,International Business,,,180.0,180.0,,
TU780,Advertising and Marketing Communications,,,179.0,179.0,,
TU781,Digital Marketing,,,220.0,,,
TU782,Digital Marketing,,,179.0,179.0,,
TU783,Marketing,,,189.0,189.0,,
TU791,Applied Social Studies in Social Care,,,320.0,,,
TU792,Community and Youth Development,,,101.0,250.0,,
TU793,Early Childhood Care and Education,,,220.0,,,
TU794,Early Childhood Care and Education,,,390.0,250.0,,
TU795,Visual Merchandising and Display,,,481.0,,,
TU796,Creative Digital Media,,,225.0,,,
TU803,Electronic Engineering,,,243.0,243.0,,
TU806,Sustainable Energy Engineering,,,262.0,,,
TU808,Engineering Software,,,260.0,260.0,,
TU809,Mechanical Engineering,,,235.0,,,
TU813,Automation Engineering,,,218.0,218.0,,
TU873,Industrial Mathematics,,,250.0,250.0,,
TU901,Business,,,270.0,,,
TU908,Management,,,262.0,253.0,,
TU909,Accounting and Finance,,,285.0,,,
TU911,Accounting and Finance,,,209.0,192.0,,
TU913,Business and Information Technology,,,252.0,,,
TU915,International Business,,,252.0,,,
TU916,International Business,,,235.0,235.0,,
TU923,Marketing Management,,,228.0,276.0,,
TU966,Languages and English Studies,,,366.0,,,
TU971,Contemporary Visual Culture,,,290.0,,,
TU972,Creative and Cultural Industries,,,281.0,,,
TU986,Print Media Technology and Management,,,289.0,,,
TU993,Early Childhood Care and Education,,,270.0,,,
TU994,Early Childhood Care and Education,,,321.0,251.0,,
WD003,Business,,,,171.0,,
WD010,Electronic Engineering,,,181.0,,,
WD011,Mechanical Engineering,,,198.0,,,
WD013,Legal Studies,,,177.0,,,
WD018,Applied Social Care,,,171.0,,,
WD019,Recreation and Sport Management,,,174.0,,,
WD076,Forestry,,,243.0,,,
WD094,Architectural Technology,,,166.0,150.0,,
WD096,Horticulture (Waterford - Kildalton),,,260.0,,,
WD097,Horticulture (Dublin - National Botanic Gardens),,,,,,
WD126,Agriculture,,,327.0,,,
WD139,Civil Engineering,,,206.0,,,
WD149,Early Childhood Studies,,,271.0,,288.0,336.0
WD151,Software Systems Development,,,,,,
WD153,Multimedia Applications Development,,,163.0,,,
WD155,Information Technology,,,211.0,,,
WD159,Business,,,195.0,,,
WD164,Food Science with Business,,,309.0,,,
WD172,Culinary Arts,,,,,,
WD173,Hospitality Studies,,,,,,
WD174,Tourism,,,,,,
WD175,Pharmaceutical Science,,,226.0,,,
WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",,,222.0,,,
WD182,Electrical Engineering,,,,,,
WD184,Retail Management,,,163.0,,,
WD188,Applied Health Care,,,201.0,,,
WD205,Molecular Biology with Biopharmaceutical Science,,,228.0,,,
WD206,Electronic Engineering,,,179.0,,,
WD207,Mechanical Engineering,,,198.0,,,
WD208,Manufacturing Engineering,,,188.0,,,
AL853,Accounting and Law,,,,,305.0,320.0
CW178,Sport Science (options),,,,,399.0,424.0
CK116,Sports Studies and Physical Education,,,,,499.0,520.0
CK502,Food Marketing and Entrepreneurship,,,,,433.0,456.0
CK506,International Development and Food Policy,,,,,367.0,410.0
DC005,Education - Primary Teaching - Irish Sign Language,,,,,316.0,316.0
DC167,Physics with Astronomy,,,,,434.0,477.0
DC171,Applied Physics,,,,,402.0,433.0
DC173,Physics with Biomedical Sciences,,,,,402.0,458.0
DT001,Product Design,,,,,433.0,464.0
DT028,Transport Operations and Technology,,,,,279.0,348.0
DT035,Electrical Services and Energy Management,,,,,293.0,340.0
DT066,Engineering (General Entry),,,,,400.0,457.0
DT101,Architecture (test and interview),,,,,618.0,647.0
DT106,Planning and Environmental Management,,,,,312.0,337.0
DT110,Property Economics (Valuation Surveying),,,,,367.0,424.0
DT111,Quantity Surveying and Construction Economics,,,,,391.0,421.0
DT112,Geographic Science,,,,,287.0,335.0
DT117,Construction Management,,,,,356.0,373.0
DT175,Architectural Technology,,,,,388.0,425.0
DT201,Science (General Entry),,,,,464.0,477.0
DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,,,341.0,403.0
DT204,Biomedical Science,,,,,501.0,512.0
DT205,Mathematical Sciences,,,,,315.0,363.0
DT206,Biomedical and Molecular Diagnostics,,,,,473.0,487.0
DT211,Computer Science (Infrastructure),,,,,381.0,414.0
DT220,Industrial Mathematics,,,,,300.0,317.0
DT221,Physics with Energy and Environment,,,,,348.0,436.0
DT222,Physics Technology,,,,,321.0,371.0
DT223,Human Nutrition and Dietetics,,,,,553.0,566.0
DT224,Optometry,,,,,487.0,529.0
DT225,Public Health Nutrition,,,,,440.0,476.0
DT227,Science with Nanotechnology,,,,,312.0,361.0
DT228,Computer Science,,,,,451.0,466.0
DT229,Clinical Measurement Science,,,,,491.0,509.0
DT235,Physics with Medical Physics and Bioengineering,,,,,357.0,403.0
DT282,Computer Science (International),,,,,377.0,402.0
DT299,Chemical Sciences with Medicinal Chemistry,,,,,420.0,445.0
DT302,Business Analytics,,,,,325.0,403.0
DT304,E-Commerce in Retailing,,,,,341.0,388.0
DT321,Business and Law,,,,,462.0,478.0
DT341,Marketing,,,,,400.0,419.0
DT343,Retail and Services Management,,,,,301.0,332.0
DT354,Business Computing,,,,,322.0,341.0
DT358,Logistics and Supply Chain Management,,,,,300.0,359.0
DT365,Business and Management,,,,,440.0,456.0
DT366,Accounting and Finance,,,,,432.0,454.0
DT398,Human Resource Management,,,,,375.0,388.0
DT399,Economics and Finance,,,,,437.0,465.0
DT401,International Hospitality Management,,,,,300.0,337.0
DT405,Culinary Science,,,,,308.0,377.0
DT407,Culinary Arts,,,,,271.0,342.0
DT412,Tourism Marketing,,,,,284.0,322.0
DT413,Event Management,,,,,356.0,389.0
DT416,Culinary Entrepreneurship,,,,,275.0,339.0
DT420,Nutraceuticals in Health and Nutrition,,,,,392.0,432.0
DT421,Food Innovation,,,,,321.0,366.0
DT422,Pharmaceutical Healthcare,,,,,397.0,423.0
DT491,Environmental Health,,,,,343.0,380.0
DT501,Music,,,,,383.0,520.0
DT504,Film and Broadcasting,,,,,443.0,467.0
DT506,Commercial Modern Music,,,,,468.0,835.0
DT508,Game Design,,,,,403.0,454.0
DT517,Languages and English Studies,,,,,326.0,419.0
DT518,Languages and International Tourism,,,,,307.0,357.0
DT529,Drama (Performance),,,,,371.0,519.0
DT532,Law (LL.B.),,,,,422.0,441.0
DT533,Contemporary Visual Culture,,,,,,
DT544,Interior Design,,,,,552.0,866.0
DT545,Design - Visual Communication,,,,,667.0,897.0
DT546,Fine Art,,,,,668.0,813.0
DT555,International Business and Languages,,,,,353.0,399.0
DT559,Photography,,,,,700.0,926.0
DT571,Social Care,,,,,394.0,424.0
DT572,Early Childhood Education,,,,,385.0,403.0
DT582,Journalism,,,,,347.0,373.0
DT596,Print Media Technology and Management,,,,,252.0,311.0
DT597,Creative and Cultural Industries,,,,,280.0,369.0
DL835,Creative Media Technologies,,,,,237.0,289.0
GC405,International Hospitality Management (Dublin),,,,,254.0,272.0
ID003,Business Studies with Chinese,,,,,,
BN101,Business,,,,,252.0,289.0
BN103,Business and Information Technology,,,,,254.0,290.0
BN104,Computing (Information Technology),,,,,260.0,293.0
BN107,Applied Social Studies in Social Care,,,,,300.0,328.0
BN108,Engineering (Common Entry with Award options),,,,,271.0,318.0
BN109,Business (Common Entry with Award options),,,,,260.0,279.0
BN110,International Business,,,,,253.0,308.0
BN111,Sports Management and Coaching,,,,,270.0,298.0
BN112,Creative Digital Media,,,,,280.0,329.0
BN113,Horticulture,,,,,289.0,321.0
BN114,Accounting and Finance,,,,,280.0,332.0
BN115,Community and Youth Development,,,,,250.0,298.0
BN117,Computer Engineering in Mobile Systems,,,,,273.0,311.0
BN118,Early Childhood Care and Education,,,,,290.0,320.0
BN119,Digital Marketing,,,,,270.0,308.0
BN120,Digital Forensics and Cyber Security,,,,,281.0,326.0
BN121,Mechatronic Engineering,,,,,276.0,340.0
BN123,"Design,Technology and Innovation",,,,,297.0,318.0
TA022,Creative Digital Media,,,,,260.0,318.0
TA023,Advertising and Marketing Communications,,,,,235.0,299.0
TA024,Early Childhood Care and Education,,,,,217.0,307.0
TA025,Social Care Practice,,,,,261.0,297.0
TA026,International Hospitality and Tourism Management,,,,,208.0,269.0
TA027,Botanical Cuisine,,,,,236.0,273.0
TA028,Digital Marketing Technologies,,,,,220.0,313.0
TA121,Accounting and Finance,,,,,202.0,328.0
TA122,Management,,,,,218.0,297.0
TA123,Marketing Management,,,,,207.0,284.0
TA125,International Business,,,,,229.0,300.0
TA221,Electronic Engineering,,,,,251.0,321.0
TA222,Mechanical Engineering,,,,,243.0,302.0
TA223,Sustainable Energy Engineering,,,,,236.0,305.0
TA224,Biomedical Design,,,,,218.0,324.0
TA225,Automation Engineering,,,,,235.0,288.0
TA226,Engineering Software,,,,,243.0,304.0
TA321,Pharmaceutical Science,,,,,261.0,298.0
TA322,Computing,,,,,200.0,294.0
TA323,Computing with IT Management,,,,,243.0,309.0
TA326,DNA and Forensic Analysis,,,,,300.0,362.0
TA327,Sports Science and Health,,,,,341.0,381.0
TA328,Computing with Language (French/German/Spanish),,,,,218.0,317.0
TA329,Computing with Data Analytics,,,,,218.0,296.0
NC025,Data Science,,,,,297.0,371.0
GA385,Retail Management,,,,,219.0,319.0
LY218,Business - with Spanish/Irish options,,,,,298.0,367.0
CI101,Counselling and Psychotherapy (Limerick),,,,,276.0,328.0
LC411,Marketing and Management (Thurles),,,,,226.0,300.0
SG149,Business in Finance and Investment,,,,,262.0,357.0
SG441,Environmental Science,,,,,297.0,358.0
SG446,Applied Archaeology,,,,,289.0,290.0
TL803,Music Technology,,,,,264.0,288.0
TL812,Computing with Digital Media,,,,,369.0,369.0
WD148,Tourism Marketing,,,,,269.0,338.0
